,country,points,price,variety,millesime
1266,US,85,18.0,Riesling,2016.0
1270,US,85,34.0,Cabernet Sauvignon,2014.0
1273,US,84,16.0,Chardonnay,2016.0
1274,Italy,84,26.0,Chardonnay,2015.0
1275,US,84,13.0,Merlot,2016.0
1276,US,84,64.0,Cabernet Sauvignon,2013.0
1277,US,84,22.0,Sauvignon Blanc,2016.0
1282,US,84,13.0,Riesling,2016.0
1287,US,89,33.0,Cabernet Sauvignon,2018.0
1288,Italy,89,24.0,Red Blend,2019.0
1289,Germany,89,22.0,Riesling,2018.0
1293,US,89,53.0,Cabernet Sauvignon,2018.0
1294,Spain,89,28.0,Red Blend,2019.0
1295,US,89,26.0,Chardonnay,2019.0
1298,US,89,36.0,Syrah,2017.0
1300,US,89,33.0,Chardonnay,2018.0
1301,France,89,24.0,Sauvignon Blanc,2019.0
1302,France,89,24.0,Sauvignon Blanc,2019.0
1303,Germany,89,28.0,Riesling,2019.0
1304,Germany,89,24.0,Riesling,2019.0
1306,Spain,89,32.0,Cabernet Sauvignon,2013.0
1307,US,89,33.0,Pinot Noir,2019.0
1310,US,89,40.0,Bordeaux-style Red Blend,2016.0
1311,US,89,29.0,Chardonnay,2019.0
1313,US,89,32.0,Cabernet Sauvignon,2018.0
1318,US,90,60.0,Cabernet Sauvignon,2019.0
1324,US,90,32.0,Syrah,2019.0
1325,US,90,38.0,Syrah,2020.0
1328,US,90,31.0,Pinot Noir,2020.0
1329,France,90,26.0,Red Blend,2021.0
1331,France,90,21.0,Bordeaux-style Red Blend,2021.0
1333,US,90,34.0,Syrah,2019.0
1334,US,90,24.0,Sauvignon Blanc,2021.0
1335,US,90,22.0,Rosé,2022.0
1338,France,90,22.0,Rosé,2022.0
1339,France,90,23.0,Rosé,2022.0
1340,France,90,24.0,Rosé,2022.0
1342,US,90,32.0,Cabernet Sauvignon,2020.0
1348,US,86,16.0,Riesling,2016.0
1353,France,86,18.0,Rosé,2017.0
1354,US,86,27.0,Red Blend,2017.0
1355,US,86,32.0,Red Blend,2016.0
1356,France,86,62.0,Bordeaux-style Red Blend,2015.0
1359,US,86,21.0,Pinot Noir,2016.0
1365,France,87,24.0,Rosé,2013.0
1366,Chile,87,20.0,Cabernet Sauvignon,2012.0
1367,France,87,47.0,Rosé,2012.0
1368,US,87,29.0,Chardonnay,2012.0
1370,US,86,21.0,Rosé,2013.0
1371,US,86,36.0,Syrah,2011.0
1375,France,86,22.0,Rosé,2013.0
1376,US,86,27.0,Syrah,2011.0
1378,US,86,26.0,Cabernet Sauvignon,2012.0
1380,US,86,20.0,Rosé,2013.0
1385,Germany,88,19.0,Riesling,2020.0
1388,US,88,32.0,Pinot Noir,2019.0
1392,US,88,32.0,Pinot Noir,2020.0
1398,Germany,88,20.0,Riesling,2020.0
1406,US,88,19.0,Chardonnay,2020.0
1409,US,88,49.0,Cabernet Sauvignon,2018.0
1410,Germany,88,17.0,Riesling,2020.0
1413,US,88,20.0,Pinot Noir,2020.0
1418,US,93,50.0,Cabernet Sauvignon,2016.0
1419,US,93,56.0,Bordeaux-style Red Blend,2015.0
1423,US,93,92.0,Cabernet Sauvignon,2013.0
1424,US,92,55.0,Cabernet Sauvignon,2016.0
1428,US,92,74.0,Cabernet Sauvignon,2016.0
1429,US,92,52.0,Red Blend,2016.0
1430,US,92,88.0,Bordeaux-style Red Blend,2017.0
1432,France,92,36.0,Red Blend,2016.0
1436,US,92,45.0,Cabernet Sauvignon,2016.0
1439,US,92,45.0,Merlot,2016.0
1440,US,92,84.0,Cabernet Sauvignon,2014.0
1444,US,94,76.0,Cabernet Sauvignon,2019.0
1445,France,94,38.0,Red Blend,2017.0
1446,France,94,54.0,Chardonnay,2020.0
1450,France,94,56.0,Pinot Noir,2020.0
1451,France,94,74.0,Pinot Noir,2020.0
1453,France,94,58.0,Pinot Noir,2020.0
1454,Italy,94,130.0,Red Blend,2015.0
1456,US,94,89.0,Cabernet Sauvignon,2019.0
1457,Germany,94,41.0,Riesling,2021.0
1459,US,94,51.0,Cabernet Sauvignon,2020.0
1461,US,93,33.0,Sauvignon Blanc,2021.0
1463,France,93,72.0,Pinot Noir,2020.0
1464,US,93,43.0,Syrah,2017.0
1466,US,93,99.0,Cabernet Sauvignon,2019.0
1467,US,93,33.0,Pinot Noir,2021.0
1468,US,93,48.0,Cabernet Sauvignon,2019.0
1469,US,93,63.0,Cabernet Sauvignon,2020.0
1470,US,93,53.0,Pinot Noir,2021.0
1472,US,93,57.0,Cabernet Sauvignon,2019.0
1473,Chile,86,21.0,Cabernet Sauvignon,2012.0
1474,Italy,86,29.0,Red Blend,2009.0
1476,US,86,30.0,Cabernet Sauvignon,2010.0
1477,Chile,86,23.0,Cabernet Sauvignon,2011.0
1479,Chile,85,16.0,Syrah,2012.0
1480,Chile,85,18.0,Chardonnay,2013.0
1481,US,85,16.0,Riesling,2012.0
1482,Argentina,85,17.0,Cabernet Sauvignon,2012.0
1483,France,85,25.0,Sauvignon Blanc,2012.0
1485,US,85,84.0,Merlot,2010.0
1487,US,85,28.0,Pinot Noir,2012.0
1493,Argentina,85,18.0,Chardonnay,2013.0
1495,US,85,74.0,Bordeaux-style Red Blend,2010.0
1496,Argentina,85,17.0,Chardonnay,2013.0
1499,Chile,85,19.0,Cabernet Sauvignon,2012.0
1501,US,92,40.0,Pinot Noir,2016.0
1502,US,92,65.0,Pinot Noir,2016.0
1503,Italy,92,65.0,Cabernet Sauvignon,2015.0
1504,US,92,58.0,Pinot Noir,2016.0
1509,Chile,92,84.0,Red Blend,2015.0
1510,US,92,55.0,Merlot,2013.0
1511,Italy,92,65.0,Red Blend,2015.0
1513,Italy,92,47.0,Chardonnay,2016.0
1514,US,92,54.0,Pinot Noir,2016.0
1515,US,92,72.0,Cabernet Sauvignon,2015.0
1516,France,92,30.0,Bordeaux-style Red Blend,2016.0
1519,Chile,92,47.0,Cabernet Sauvignon,2015.0
1521,Chile,92,39.0,Red Blend,2016.0
1523,US,92,50.0,Pinot Noir,2016.0
1524,Chile,92,48.0,Red Blend,2015.0
1525,US,92,89.0,Cabernet Sauvignon,2015.0
1526,Italy,86,17.0,Rosé,2021.0
1528,Portugal,86,13.0,Rosé,2022.0
1529,US,86,15.0,Chardonnay,2021.0
1530,Spain,86,15.0,Chardonnay,2021.0
1531,Spain,86,14.0,Red Blend,2020.0
1533,US,85,14.0,Rosé,2022.0
1538,France,85,12.0,Rosé,2022.0
1539,US,85,12.0,Syrah,2021.0
1540,Spain,85,12.0,Red Blend,2021.0
1541,Portugal,85,11.0,Rosé,2022.0
1546,Chile,85,12.0,Chardonnay,2022.0
1549,Chile,85,11.0,Sauvignon Blanc,2022.0
1554,US,85,17.0,Chardonnay,2021.0
1556,US,99,126.0,Cabernet Sauvignon,2014.0
1557,US,99,97.0,Pinot Noir,2015.0
1558,France,98,1337.0,Bordeaux-style Red Blend,2015.0
1559,France,98,292.0,Bordeaux-style Red Blend,2015.0
1560,US,98,68.0,Bordeaux-style Red Blend,2014.0
1561,Italy,98,107.0,Red Blend,2014.0
1562,France,97,146.0,Bordeaux-style Red Blend,2015.0
1563,Italy,97,194.0,Red Blend,2014.0
1564,Italy,97,190.0,Red Blend,2014.0
1565,US,97,132.0,Cabernet Sauvignon,2015.0
1566,France,97,785.0,Bordeaux-style Red Blend,2015.0
1567,US,97,85.0,Pinot Noir,2015.0
1568,France,96,220.0,Bordeaux-style Red Blend,2015.0
1569,France,96,165.0,Bordeaux-style Red Blend,2015.0
1570,Italy,96,83.0,Red Blend,2014.0
1571,France,96,852.0,Bordeaux-style Red Blend,2015.0
1573,France,96,161.0,Bordeaux-style Red Blend,2015.0
1574,US,96,121.0,Cabernet Sauvignon,2014.0
1575,France,96,921.0,Bordeaux-style Red Blend,2015.0
1576,France,96,302.0,Bordeaux-style Red Blend,2015.0
1577,US,96,81.0,Pinot Noir,2015.0
1578,France,96,79.0,Bordeaux-style Red Blend,2015.0
1579,US,95,64.0,Pinot Noir,2015.0
1580,France,95,87.0,Bordeaux-style Red Blend,2015.0
1581,France,95,138.0,Bordeaux-style Red Blend,2015.0
1582,France,95,101.0,Bordeaux-style Red Blend,2015.0
1583,US,95,70.0,Syrah,2014.0
1584,US,95,77.0,Chardonnay,2015.0
1585,US,88,26.0,Chardonnay,2019.0
1586,US,88,28.0,Syrah,2019.0
1587,US,88,29.0,Chardonnay,2019.0
1589,France,88,36.0,Bordeaux-style Red Blend,2018.0
1590,France,88,25.0,Bordeaux-style Red Blend,2017.0
1593,France,88,25.0,Sauvignon Blanc,2020.0
1595,France,88,33.0,Bordeaux-style Red Blend,2019.0
1596,France,88,23.0,Bordeaux-style Red Blend,2019.0
1598,US,88,23.0,Red Blend,2018.0
1599,France,88,39.0,Bordeaux-style Red Blend,2019.0
1600,US,88,17.0,Pinot Noir,2020.0
1601,US,88,38.0,Chardonnay,2019.0
1602,US,88,20.0,Riesling,2020.0
1606,US,87,19.0,Riesling,2020.0
1607,US,87,16.0,Chardonnay,2020.0
1608,US,87,23.0,Chardonnay,2020.0
1611,France,87,20.0,Bordeaux-style Red Blend,2019.0
1613,France,87,19.0,Bordeaux-style Red Blend,2018.0
1614,France,87,23.0,Sauvignon Blanc,2019.0
1616,France,85,11.0,Chardonnay,2022.0
1617,Portugal,85,12.0,Rosé,2022.0
1621,Argentina,85,12.0,Rosé,2022.0
1623,France,85,12.0,Sauvignon Blanc,2022.0
1624,France,85,12.0,Pinot Noir,2022.0
1628,France,85,15.0,Sauvignon Blanc,2021.0
1632,France,85,12.0,Merlot,2022.0
1634,Argentina,85,10.0,Rosé,2023.0
1635,US,85,12.0,Pinot Noir,2021.0
1636,Australia,85,10.0,Chardonnay,2022.0
1637,US,85,15.0,Chardonnay,2021.0
1638,France,85,15.0,Pinot Noir,2021.0
1641,US,85,14.0,Red Blend,2020.0
1643,US,85,12.0,Chardonnay,2021.0
1644,US,85,12.0,Cabernet Sauvignon,2020.0
1645,Spain,85,19.0,Red Blend,2020.0
1647,US,85,19.0,Red Blend,2019.0
1650,Portugal,85,11.0,Rosé,2021.0
1651,Argentina,85,15.0,Merlot,2021.0
1656,France,85,13.0,Bordeaux-style Red Blend,2021.0
1657,France,85,16.0,Bordeaux-style Red Blend,2020.0
1661,US,85,19.0,Cabernet Sauvignon,2020.0
1664,US,85,12.0,Chardonnay,2021.0
1667,US,85,14.0,Cabernet Sauvignon,2019.0
1669,France,85,16.0,Bordeaux-style Red Blend,2020.0
1670,France,85,21.0,Bordeaux-style Red Blend,2019.0
1671,US,85,21.0,Merlot,2018.0
1672,US,90,70.0,Syrah,2013.0
1675,France,90,119.0,Syrah,2013.0
1677,US,90,54.0,Pinot Noir,2014.0
1678,US,90,40.0,Chardonnay,2014.0
1686,US,90,28.0,Sauvignon Blanc,2016.0
1688,US,90,110.0,Cabernet Sauvignon,2013.0
1694,US,90,25.0,Cabernet Sauvignon,2015.0
1696,Italy,86,63.0,Merlot,2009.0
1698,Italy,86,90.0,Syrah,2011.0
1699,Italy,86,25.0,Red Blend,2011.0
1703,US,86,19.0,Chardonnay,2012.0
1706,Australia,86,22.0,Chardonnay,2012.0
1707,Australia,86,30.0,Chardonnay,2012.0
1709,Italy,86,79.0,Red Blend,2009.0
1716,US,85,25.0,Chardonnay,2012.0
1724,US,85,29.0,Pinot Noir,2011.0
1725,US,85,25.0,Chardonnay,2011.0
1728,US,92,44.0,Pinot Noir,2018.0
1729,US,92,34.0,Chardonnay,2019.0
1730,US,92,38.0,Chardonnay,2018.0
1733,France,92,88.0,Bordeaux-style Red Blend,2018.0
1734,US,92,40.0,Syrah,2018.0
1735,US,92,40.0,Syrah,2018.0
1737,US,92,30.0,Chardonnay,2019.0
1739,US,92,40.0,Syrah,2015.0
1740,Italy,92,58.0,Red Blend,2018.0
1741,US,92,55.0,Pinot Noir,2016.0
1747,France,92,48.0,Bordeaux-style Red Blend,2017.0
1749,US,92,35.0,Chardonnay,2018.0
1750,France,84,12.0,Bordeaux-style Red Blend,2019.0
1752,US,84,11.0,Riesling,2020.0
1754,France,84,16.0,Bordeaux-style Red Blend,2019.0
1757,France,84,12.0,Sauvignon Blanc,2020.0
1758,France,84,14.0,Pinot Noir,2020.0
1759,Spain,84,11.0,Red Blend,2019.0
1760,France,84,12.0,Bordeaux-style Red Blend,2019.0
1761,US,84,16.0,Riesling,2020.0
1763,US,84,16.0,Riesling,2019.0
1765,France,84,11.0,Sauvignon Blanc,2020.0
1766,US,84,14.0,Rosé,2020.0
1767,France,84,18.0,Bordeaux-style Red Blend,2019.0
1768,France,84,18.0,Bordeaux-style Red Blend,2019.0
1769,Chile,84,13.0,Syrah,2019.0
1771,US,84,11.0,Red Blend,2019.0
1772,France,84,12.0,Rosé,2020.0
1776,France,84,15.0,Bordeaux-style Red Blend,2018.0
1777,France,84,17.0,Merlot,2019.0
1779,France,84,13.0,Bordeaux-style Red Blend,2019.0
1782,Spain,91,41.0,Red Blend,2015.0
1783,France,91,41.0,Bordeaux-style Red Blend,2016.0
1785,France,91,33.0,Bordeaux-style Red Blend,2017.0
1786,US,91,30.0,Riesling,2017.0
1787,US,91,44.0,Pinot Noir,2017.0
1788,US,91,44.0,Pinot Noir,2018.0
1789,US,91,39.0,Chardonnay,2018.0
1791,US,91,52.0,Pinot Noir,2017.0
1792,US,91,35.0,Syrah,2017.0
1794,US,91,34.0,Chardonnay,2018.0
1795,US,91,39.0,Pinot Noir,2018.0
1800,France,91,37.0,Bordeaux-style Red Blend,2016.0
1803,France,85,16.0,Chardonnay,2020.0
1805,US,85,22.0,Chardonnay,2018.0
1808,US,85,15.0,Chardonnay,2019.0
1809,Spain,85,13.0,Red Blend,2020.0
1811,US,85,15.0,Pinot Noir,2019.0
1813,Portugal,85,16.0,Sauvignon Blanc,2020.0
1817,US,85,19.0,Pinot Noir,2019.0
1825,US,84,15.0,Cabernet Sauvignon,2019.0
1827,Spain,84,17.0,Red Blend,2019.0
1828,Spain,84,15.0,Red Blend,2018.0
1829,US,84,33.0,Chardonnay,2017.0
1830,US,84,12.0,Pinot Noir,2020.0
1831,US,84,35.0,Cabernet Sauvignon,2017.0
1832,US,84,11.0,Red Blend,2019.0
1834,US,84,17.0,Sauvignon Blanc,2019.0
1836,US,84,17.0,Riesling,2017.0
1838,US,84,33.0,Cabernet Sauvignon,2017.0
1839,US,84,48.0,Cabernet Sauvignon,2015.0
1840,US,84,30.0,Cabernet Sauvignon,2017.0
1841,US,84,13.0,Red Blend,2018.0
1842,US,83,12.0,Sauvignon Blanc,2019.0
1850,US,83,16.0,Chardonnay,2019.0
1851,Argentina,83,11.0,Red Blend,2019.0
1853,US,83,25.0,Syrah,2013.0
1856,US,83,36.0,Cabernet Sauvignon,2017.0
1859,Italy,83,20.0,Red Blend,2018.0
1860,France,94,148.0,Bordeaux-style Red Blend,2015.0
1861,France,94,75.0,Bordeaux-style Red Blend,2015.0
1863,US,94,249.0,Cabernet Sauvignon,2014.0
1864,Italy,94,121.0,Red Blend,2014.0
1865,Italy,93,112.0,Red Blend,2014.0
1866,US,93,43.0,Cabernet Sauvignon,2015.0
1868,US,93,86.0,Red Blend,2014.0
1869,Italy,93,74.0,Merlot,2015.0
1871,France,93,53.0,Bordeaux-style Red Blend,2015.0
1872,France,93,84.0,Bordeaux-style Red Blend,2015.0
1875,Italy,93,82.0,Syrah,2014.0
1879,France,93,54.0,Bordeaux-style Red Blend,2015.0
1880,France,93,208.0,Bordeaux-style Red Blend,2015.0
1881,US,93,63.0,Red Blend,2013.0
1882,US,93,43.0,Syrah,2014.0
1883,US,93,60.0,Chardonnay,2015.0
1885,Italy,93,82.0,Red Blend,2010.0
1887,US,93,58.0,Cabernet Sauvignon,2014.0
1888,US,93,37.0,Red Blend,2015.0
1889,France,89,37.0,Chardonnay,2011.0
1890,Australia,89,37.0,Cabernet Sauvignon,2009.0
1891,Australia,89,37.0,Cabernet Sauvignon,2012.0
1892,Italy,89,38.0,Red Blend,2009.0
1893,US,89,58.0,Chardonnay,2011.0
1894,Australia,89,32.0,Cabernet Sauvignon,2011.0
1896,US,89,43.0,Chardonnay,2011.0
1897,Australia,89,26.0,Cabernet Sauvignon,2012.0
1898,Spain,89,175.0,Bordeaux-style Red Blend,2009.0
1901,France,89,42.0,Chardonnay,2011.0
1903,Australia,89,43.0,Cabernet Sauvignon,2011.0
1905,US,89,70.0,Cabernet Sauvignon,2010.0
1906,Spain,89,68.0,Red Blend,2010.0
1908,Australia,88,28.0,Cabernet Sauvignon,2010.0
1909,Australia,88,34.0,Cabernet Sauvignon,2011.0
1910,US,88,27.0,Chardonnay,2012.0
1912,Austria,87,32.0,Pinot Noir,2016.0
1913,US,87,20.0,Riesling,2017.0
1914,US,87,43.0,Syrah,2016.0
1915,Chile,87,31.0,Red Blend,2016.0
1916,Chile,87,21.0,Pinot Noir,2017.0
1917,Chile,87,21.0,Sauvignon Blanc,2018.0
1918,France,87,19.0,Bordeaux-style Red Blend,2017.0
1919,France,87,23.0,Bordeaux-style Red Blend,2017.0
1920,France,87,19.0,Bordeaux-style Red Blend,2017.0
1923,US,87,32.0,Bordeaux-style Red Blend,2016.0
1924,Chile,87,20.0,Merlot,2017.0
1926,US,87,29.0,Merlot,2016.0
1927,France,87,21.0,Bordeaux-style Red Blend,2017.0
1929,US,87,18.0,Cabernet Sauvignon,2017.0
1930,Australia,87,29.0,Chardonnay,2017.0
1933,France,87,22.0,Bordeaux-style Red Blend,2017.0
1935,Chile,87,22.0,Pinot Noir,2017.0
1936,US,87,53.0,Cabernet Sauvignon,2015.0
1937,Chile,87,31.0,Red Blend,2016.0
1938,Chile,87,24.0,Syrah,2016.0
1939,US,87,20.0,Chardonnay,2017.0
1940,France,87,23.0,Bordeaux-style Red Blend,2017.0
1942,US,87,37.0,Merlot,2016.0
1943,US,87,21.0,Chardonnay,2018.0
1945,US,87,53.0,Cabernet Sauvignon,2016.0
1947,US,87,27.0,Red Blend,2016.0
1948,US,86,28.0,Pinot Noir,2017.0
1949,Chile,86,16.0,Cabernet Sauvignon,2017.0
1950,US,86,21.0,Bordeaux-style Red Blend,2015.0
1951,France,86,18.0,Sauvignon Blanc,2018.0
1952,US,86,22.0,Sauvignon Blanc,2018.0
1953,US,86,30.0,Bordeaux-style Red Blend,2016.0
1954,Chile,86,21.0,Cabernet Sauvignon,2016.0
1956,US,86,24.0,Chardonnay,2017.0
1958,US,88,44.0,Merlot,2014.0
1962,US,88,33.0,Pinot Noir,2017.0
1965,Chile,88,26.0,Pinot Noir,2016.0
1966,US,88,41.0,Pinot Noir,2015.0
1968,France,88,20.0,Bordeaux-style Red Blend,2016.0
1969,France,88,35.0,Bordeaux-style Red Blend,2016.0
1972,Italy,88,21.0,Red Blend,2017.0
1974,US,88,45.0,Pinot Noir,2016.0
1979,US,88,42.0,Chardonnay,2016.0
1980,US,88,31.0,Pinot Noir,2016.0
1982,US,88,27.0,Chardonnay,2016.0
1983,Italy,88,29.0,Syrah,2013.0
1984,US,88,41.0,Pinot Noir,2015.0
1987,Spain,85,10.0,Syrah,2019.0
1989,US,85,16.0,Chardonnay,2019.0
1990,France,85,21.0,Riesling,2018.0
1993,Argentina,84,12.0,Cabernet Sauvignon,2018.0
1994,US,84,16.0,Chardonnay,2018.0
1995,US,84,16.0,Chardonnay,2019.0
1996,US,84,18.0,Pinot Noir,2019.0
2001,Spain,84,12.0,Syrah,2018.0
2002,Argentina,84,12.0,Cabernet Sauvignon,2018.0
2004,US,84,15.0,Pinot Noir,2019.0
2006,Portugal,84,11.0,Rosé,2020.0
2008,US,84,14.0,Red Blend,2018.0
2011,US,84,14.0,Pinot Noir,2018.0
2018,US,87,24.0,Red Blend,2018.0
2019,US,87,33.0,Pinot Noir,2017.0
2021,US,87,37.0,Cabernet Sauvignon,2016.0
2024,US,87,37.0,Chardonnay,2017.0
2025,Chile,87,21.0,Red Blend,2016.0
2026,France,87,19.0,Chardonnay,2018.0
2027,Chile,87,21.0,Bordeaux-style Red Blend,2016.0
2030,Italy,87,41.0,Red Blend,2014.0
2031,US,87,24.0,Pinot Noir,2018.0
2034,US,87,40.0,Cabernet Sauvignon,2016.0
2038,France,87,26.0,Bordeaux-style Red Blend,2016.0
2042,US,92,39.0,Syrah,2014.0
2049,Austria,92,55.0,Riesling,2012.0
2050,Austria,92,50.0,Riesling,2014.0
2052,US,92,59.0,Cabernet Sauvignon,2013.0
2053,US,92,65.0,Cabernet Sauvignon,2013.0
2062,US,91,31.0,Sauvignon Blanc,2014.0
2064,US,91,66.0,Pinot Noir,2013.0
2067,US,90,74.0,Cabernet Sauvignon,2012.0
2068,US,90,51.0,Cabernet Sauvignon,2011.0
2069,US,90,50.0,Cabernet Sauvignon,2011.0
2070,US,90,57.0,Pinot Noir,2013.0
2071,France,90,46.0,Bordeaux-style Red Blend,2011.0
2073,US,90,40.0,Red Blend,2013.0
2074,Italy,90,59.0,Red Blend,2011.0
2076,France,90,49.0,Bordeaux-style Red Blend,2012.0
2077,US,90,52.0,Syrah,2012.0
2078,Chile,90,36.0,Sauvignon Blanc,2014.0
2080,US,90,40.0,Chardonnay,2013.0
2081,US,90,45.0,Pinot Noir,2013.0
2082,US,90,56.0,Cabernet Sauvignon,2011.0
2086,US,90,58.0,Pinot Noir,2013.0
2087,US,90,34.0,Sauvignon Blanc,2014.0
2090,US,90,32.0,Red Blend,2013.0
2095,US,87,23.0,Chardonnay,2011.0
2099,US,87,40.0,Pinot Noir,2011.0
2100,US,87,34.0,Chardonnay,2011.0
2107,US,87,34.0,Pinot Noir,2011.0
2108,Italy,87,22.0,Chardonnay,2013.0
2109,US,87,27.0,Red Blend,2012.0
2113,France,88,34.0,Bordeaux-style Red Blend,2015.0
2114,France,88,34.0,Bordeaux-style Red Blend,2015.0
2116,US,88,29.0,Merlot,2014.0
2117,US,88,26.0,Riesling,2016.0
2118,US,88,31.0,Red Blend,2015.0
2122,France,88,60.0,Bordeaux-style Red Blend,2012.0
2123,France,88,45.0,Bordeaux-style Red Blend,2014.0
2124,France,88,24.0,Bordeaux-style Red Blend,2015.0
2125,US,88,87.0,Bordeaux-style Red Blend,2014.0
2126,US,88,22.0,Chardonnay,2016.0
2127,US,88,29.0,Merlot,2016.0
2128,US,88,45.0,Merlot,2015.0
2130,France,88,27.0,Sauvignon Blanc,2016.0
2131,US,88,41.0,Chardonnay,2016.0
2137,Australia,84,15.0,Chardonnay,2020.0
2141,Argentina,84,11.0,Cabernet Sauvignon,2020.0
2142,France,84,18.0,Bordeaux-style Red Blend,2018.0
2145,Spain,84,9.0,Rosé,2021.0
2152,US,84,10.0,Merlot,2021.0
2153,Spain,84,10.0,Red Blend,2021.0
2161,US,84,14.0,Riesling,2021.0
2163,US,84,49.0,Pinot Noir,2018.0
2164,US,90,22.0,Riesling,2022.0
2165,US,90,21.0,Riesling,2022.0
2167,US,90,23.0,Rosé,2022.0
2168,US,90,26.0,Chardonnay,2021.0
2172,US,90,26.0,Sauvignon Blanc,2022.0
2175,Spain,90,25.0,Rosé,2022.0
2176,US,90,25.0,Rosé,2022.0
2177,US,90,40.0,Pinot Noir,2020.0
2178,Austria,90,21.0,Sauvignon Blanc,2022.0
2180,France,90,24.0,Rosé,2021.0
2182,US,90,26.0,Bordeaux-style Red Blend,2020.0
2188,US,89,19.0,Rosé,2022.0
2189,US,89,25.0,Cabernet Sauvignon,2021.0
2190,US,89,22.0,Chardonnay,2021.0
2191,US,89,28.0,Syrah,2020.0
2192,US,89,28.0,Cabernet Sauvignon,2020.0
2193,US,89,21.0,Rosé,2022.0
2195,US,88,23.0,Sauvignon Blanc,2020.0
2198,Italy,88,45.0,Red Blend,2016.0
2199,France,88,20.0,Riesling,2020.0
2200,US,88,45.0,Cabernet Sauvignon,2018.0
2201,US,88,56.0,Pinot Noir,2018.0
2203,US,88,18.0,Red Blend,2019.0
2205,Chile,88,21.0,Chardonnay,2020.0
2215,US,88,29.0,Chardonnay,2018.0
2217,France,88,21.0,Riesling,2020.0
2218,Chile,88,24.0,Red Blend,2018.0
2219,Chile,88,21.0,Pinot Noir,2019.0
2221,US,88,19.0,Pinot Noir,2020.0
2222,US,88,19.0,Merlot,2019.0
2223,US,88,21.0,Cabernet Sauvignon,2018.0
2227,France,94,82.0,Pinot Noir,2015.0
2229,US,94,49.0,Pinot Noir,2015.0
2231,US,94,68.0,Pinot Noir,2015.0
2233,Italy,94,74.0,Red Blend,2015.0
2235,US,94,62.0,Pinot Noir,2015.0
2238,US,94,55.0,Pinot Noir,2015.0
2241,US,94,65.0,Pinot Noir,2015.0
2242,US,94,51.0,Pinot Noir,2015.0
2244,France,94,178.0,Chardonnay,2015.0
2245,France,94,203.0,Chardonnay,2015.0
2246,US,94,49.0,Chardonnay,2016.0
2250,US,94,58.0,Pinot Noir,2015.0
2251,US,87,30.0,Cabernet Sauvignon,2013.0
2252,US,87,69.0,Cabernet Sauvignon,2012.0
2253,US,87,28.0,Cabernet Sauvignon,2013.0
2254,Argentina,87,27.0,Cabernet Sauvignon,2013.0
2255,US,87,32.0,Cabernet Sauvignon,2013.0
2266,US,87,29.0,Cabernet Sauvignon,2012.0
2268,US,87,38.0,Pinot Noir,2012.0
2270,US,87,36.0,Chardonnay,2013.0
2274,US,85,18.0,Sauvignon Blanc,2018.0
2275,Italy,85,21.0,Red Blend,2016.0
2276,Italy,85,15.0,Red Blend,2017.0
2278,US,85,20.0,Red Blend,2017.0
2279,France,85,19.0,Pinot Noir,2016.0
2282,Italy,85,18.0,Red Blend,2016.0
2283,US,85,17.0,Chardonnay,2017.0
2286,US,85,24.0,Cabernet Sauvignon,2016.0
2287,Italy,85,26.0,Red Blend,2017.0
2289,US,84,18.0,Sauvignon Blanc,2017.0
2290,US,84,17.0,Red Blend,2016.0
2294,Germany,90,36.0,Riesling,2013.0
2297,US,90,46.0,Syrah,2012.0
2298,US,90,50.0,Red Blend,2013.0
2300,Germany,90,46.0,Riesling,2013.0
2301,US,90,83.0,Cabernet Sauvignon,2012.0
2303,US,90,33.0,Chardonnay,2012.0
2304,US,90,29.0,Syrah,2012.0
2308,US,90,45.0,Merlot,2011.0
2311,Germany,90,39.0,Riesling,2013.0
2312,Australia,90,46.0,Chardonnay,2012.0
2316,US,90,45.0,Cabernet Sauvignon,2011.0
2319,France,85,13.0,Rosé,2020.0
2320,France,85,15.0,Bordeaux-style Red Blend,2019.0
2321,France,85,21.0,Bordeaux-style Red Blend,2018.0
2323,France,85,15.0,Bordeaux-style Red Blend,2019.0
2326,US,85,12.0,Sauvignon Blanc,2020.0
2327,US,85,13.0,Cabernet Sauvignon,2019.0
2328,US,85,14.0,Chardonnay,2019.0
2330,US,85,16.0,Riesling,2019.0
2331,Chile,85,18.0,Red Blend,2018.0
2333,US,85,24.0,Syrah,2018.0
2336,Chile,85,16.0,Cabernet Sauvignon,2018.0
2337,US,85,15.0,Chardonnay,2019.0
2339,US,85,14.0,Chardonnay,2018.0
2340,US,85,13.0,Merlot,2019.0
2343,US,85,14.0,Chardonnay,2018.0
2346,US,85,14.0,Chardonnay,2020.0
2347,US,85,23.0,Pinot Noir,2018.0
2348,US,85,15.0,Merlot,2019.0
2352,US,88,40.0,Merlot,2014.0
2353,US,88,21.0,Chardonnay,2017.0
2354,US,88,25.0,Pinot Noir,2016.0
2355,US,88,45.0,Syrah,2015.0
2356,Spain,88,25.0,Red Blend,2015.0
2359,France,88,33.0,Chardonnay,2017.0
2360,France,88,33.0,Pinot Noir,2017.0
2361,France,88,36.0,Pinot Noir,2017.0
2362,Italy,88,45.0,Red Blend,2014.0
2363,US,88,65.0,Cabernet Sauvignon,2015.0
2364,France,88,26.0,Red Blend,2016.0
2367,US,88,35.0,Cabernet Sauvignon,2016.0
2369,Italy,88,83.0,Red Blend,2013.0
